Team_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,VIDEO_AVAILABLE
1610612759,0049800087,"JUN 25, 1999",SAS @ NYK,W,240,27,67,0.403,5,13,0.385,19,25,0.76,9,31,40,20,7,2,14,17,78,0
1610612759,0049800086,"JUN 23, 1999",SAS @ NYK,W,240,35,75,0.467,3,9,0.333,23,28,0.821,14,35,49,23,5,9,17,25,96,0
1610612759,0049800085,"JUN 21, 1999",SAS @ NYK,L,240,29,65,0.446,5,13,0.385,18,22,0.818,10,26,36,15,6,3,20,27,81,0
1610612759,0049800084,"JUN 18, 1999",SAS vs. NYK,W,240,27,63,0.429,2,12,0.167,24,35,0.686,5,36,41,18,5,9,12,13,80,0
1610612759,0049800083,"JUN 16, 1999",SAS vs. NYK,W,240,32,67,0.478,6,15,0.4,19,31,0.613,4,33,37,25,9,6,14,18,89,0
1610612759,0049800079,"JUN 06, 1999",SAS @ POR,W,240,34,69,0.493,6,15,0.4,20,25,0.8,11,26,37,25,8,4,10,25,94,0
1610612759,0049800078,"JUN 04, 1999",SAS @ POR,W,240,29,68,0.426,8,18,0.444,19,23,0.826,11,34,45,22,7,12,17,25,85,0
1610612759,0049800077,"MAY 31, 1999",SAS vs. POR,W,240,32,70,0.457,7,16,0.438,15,25,0.6,11,24,35,24,7,9,16,23,86,0
1610612759,0049800076,"MAY 29, 1999",SAS vs. POR,W,240,31,76,0.408,1,10,0.1,17,22,0.773,12,23,35,19,6,7,7,15,80,0
1610612759,0049800054,"MAY 23, 1999",SAS @ LAL,W,240,36,60,0.6,7,12,0.583,39,54,0.722,4,31,35,28,6,3,20,33,118,0
1610612759,0049800051,"MAY 22, 1999",SAS @ LAL,W,240,36,78,0.462,4,13,0.308,27,33,0.818,13,35,48,22,9,1,15,30,103,0
1610612759,0049800046,"MAY 19, 1999",SAS vs. LAL,W,240,30,69,0.435,2,8,0.25,17,18,0.944,7,31,38,22,8,2,17,27,79,0
1610612759,0049800042,"MAY 17, 1999",SAS vs. LAL,W,240,31,74,0.419,3,7,0.429,22,34,0.647,12,32,44,18,6,9,14,21,87,0
1610612759,0049800031,"MAY 15, 1999",SAS @ MIN,W,240,28,71,0.394,4,15,0.267,32,42,0.762,9,28,37,19,8,7,7,22,92,0
1610612759,0049800022,"MAY 13, 1999",SAS @ MIN,W,240,36,76,0.474,3,9,0.333,10,13,0.769,13,34,47,27,10,8,17,17,85,0
1610612759,0049800014,"MAY 11, 1999",SAS vs. MIN,L,240,25,63,0.397,0,8,0.0,21,32,0.656,11,29,40,11,9,4,15,14,71,0
1610612759,0049800006,"MAY 09, 1999",SAS vs. MIN,W,240,39,81,0.481,4,7,0.571,17,22,0.773,10,29,39,24,8,4,10,18,99,0
