Team_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,VIDEO_AVAILABLE
1610612752,0049600068,"MAY 18, 1997",NYK @ MIA,L,240,37,80,0.463,6,19,0.316,10,13,0.769,9,32,41,25,8,5,19,26,90,0
1610612752,0049600064,"MAY 16, 1997",NYK vs. MIA,L,240,34,80,0.425,4,12,0.333,18,21,0.857,12,34,46,18,4,0,14,20,90,0
1610612752,0049600060,"MAY 14, 1997",NYK @ MIA,L,240,30,70,0.429,3,14,0.214,18,25,0.72,6,25,31,19,11,4,21,29,81,0
1610612752,0049600056,"MAY 12, 1997",NYK vs. MIA,W,240,34,67,0.507,6,17,0.353,15,21,0.714,4,31,35,24,10,5,17,27,89,0
1610612752,0049600054,"MAY 11, 1997",NYK vs. MIA,W,240,27,67,0.403,1,6,0.167,22,28,0.786,13,27,40,15,12,2,13,17,77,0
1610612752,0049600049,"MAY 09, 1997",NYK @ MIA,L,240,29,77,0.377,3,9,0.333,23,30,0.767,15,27,42,16,15,4,10,24,84,0
1610612752,0049600045,"MAY 07, 1997",NYK @ MIA,W,240,26,73,0.356,6,14,0.429,30,32,0.938,14,39,53,14,6,5,15,25,88,0
1610612752,0049600017,"APR 28, 1997",NYK @ CHH,W,240,37,66,0.561,9,17,0.529,21,25,0.84,8,34,42,23,5,6,20,16,104,0
1610612752,0049600010,"APR 26, 1997",NYK vs. CHH,W,240,44,78,0.564,7,19,0.368,5,13,0.385,6,28,34,27,9,3,13,27,100,0
1610612752,0049600001,"APR 24, 1997",NYK vs. CHH,W,240,45,77,0.584,10,21,0.476,9,14,0.643,10,21,31,30,7,1,11,23,109,0
