Team_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,VIDEO_AVAILABLE
1610612741,0041000305,"MAY 26, 2011",CHI vs. MIA,L,240,29,81,0.358,7,22,0.318,15,21,0.714,11,34,45,18,8,7,10,28,80,0
1610612741,0041000304,"MAY 24, 2011",CHI @ MIA,L,265,35,87,0.402,6,24,0.25,17,22,0.773,10,32,42,20,8,5,19,28,93,0
1610612741,0041000303,"MAY 22, 2011",CHI @ MIA,L,240,32,77,0.416,5,12,0.417,16,21,0.762,13,28,41,15,5,4,11,24,85,0
1610612741,0041000302,"MAY 18, 2011",CHI vs. MIA,L,240,28,82,0.341,3,20,0.15,16,26,0.615,17,24,41,15,6,7,10,25,75,0
1610612741,0041000301,"MAY 15, 2011",CHI vs. MIA,W,240,38,87,0.437,10,21,0.476,17,20,0.85,19,26,45,23,11,5,9,13,103,0
1610612741,0041000206,"MAY 12, 2011",CHI @ ATL,W,240,41,77,0.532,3,13,0.231,8,10,0.8,6,29,35,34,7,6,10,22,93,0
1610612741,0041000205,"MAY 10, 2011",CHI vs. ATL,W,240,35,72,0.486,4,14,0.286,21,28,0.75,10,27,37,21,5,3,9,16,95,0
1610612741,0041000204,"MAY 08, 2011",CHI @ ATL,L,240,32,78,0.41,3,16,0.188,21,27,0.778,12,25,37,19,6,10,10,20,88,0
1610612741,0041000203,"MAY 06, 2011",CHI @ ATL,W,240,37,79,0.468,10,20,0.5,15,18,0.833,18,29,47,18,7,9,11,20,99,0
1610612741,0041000202,"MAY 04, 2011",CHI vs. ATL,W,240,33,84,0.393,5,22,0.227,15,18,0.833,14,44,58,19,6,5,13,17,86,0
1610612741,0041000201,"MAY 02, 2011",CHI vs. ATL,L,240,37,83,0.446,8,18,0.444,13,16,0.813,10,27,37,21,7,7,11,16,95,0
1610612741,0041000105,"APR 26, 2011",CHI vs. IND,W,240,40,83,0.482,14,31,0.452,22,27,0.815,8,30,38,27,10,9,14,23,116,0
1610612741,0041000104,"APR 23, 2011",CHI @ IND,L,240,31,82,0.378,3,20,0.15,19,24,0.792,15,31,46,19,7,6,13,23,84,0
1610612741,0041000103,"APR 21, 2011",CHI @ IND,W,240,28,72,0.389,9,20,0.45,23,27,0.852,10,32,42,20,7,9,15,20,88,0
1610612741,0041000102,"APR 18, 2011",CHI vs. IND,W,240,32,83,0.386,5,14,0.357,27,34,0.794,20,37,57,15,11,5,21,24,96,0
1610612741,0041000101,"APR 16, 2011",CHI vs. IND,W,240,36,82,0.439,6,20,0.3,26,32,0.813,21,28,49,18,6,9,14,21,104,0
