Team_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,VIDEO_AVAILABLE
1610612739,0029601184,"APR 20, 1997",CLE vs. WAS,L,240,34,76,0.447,1,9,0.111,12,18,0.667,12,24,36,22,8,9,8,20,81,0
1610612739,0029601169,"APR 18, 1997",CLE @ DET,W,240,30,69,0.435,6,20,0.3,16,22,0.727,10,22,32,16,9,1,17,0,82,0
1610612739,0029601156,"APR 16, 1997",CLE vs. ORL,W,240,29,74,0.392,6,17,0.353,14,25,0.56,14,34,48,20,11,5,12,15,78,0
1610612739,0029601140,"APR 14, 1997",CLE @ CHH,L,240,28,68,0.412,6,20,0.3,20,27,0.741,11,20,31,16,5,5,13,1,82,0
1610612739,0029601127,"APR 12, 1997",CLE vs. PHI,W,240,41,78,0.526,10,21,0.476,33,45,0.733,14,28,42,33,11,12,15,29,125,0
1610612739,0029601115,"APR 11, 1997",CLE @ BOS,L,265,32,75,0.427,7,16,0.438,30,36,0.833,9,37,46,20,7,7,17,3,101,0
1610612739,0029601091,"APR 08, 1997",CLE @ NYK,W,240,40,79,0.506,7,16,0.438,6,8,0.75,8,24,32,26,7,1,9,1,93,0
1610612739,0029601087,"APR 07, 1997",CLE vs. CHH,L,265,38,67,0.567,5,12,0.417,24,31,0.774,7,21,28,26,6,8,20,27,105,0
1610612739,0029601066,"APR 04, 1997",CLE @ CHI,L,240,28,73,0.384,4,13,0.308,11,16,0.688,13,27,40,17,5,5,13,5,71,0
1610612739,0029601048,"APR 02, 1997",CLE @ BOS,W,240,33,71,0.465,10,21,0.476,20,24,0.833,12,30,42,19,6,8,18,2,96,0
1610612739,0029601040,"APR 01, 1997",CLE vs. NYK,L,240,32,73,0.438,6,15,0.4,18,21,0.857,9,23,32,21,6,4,10,28,88,0
1610612739,0029601032,"MAR 30, 1997",CLE vs. DAL,W,240,29,68,0.426,2,12,0.167,24,30,0.8,13,23,36,17,8,6,11,19,84,0
